instance,instanceType,avgSolvingTime,instanceResults,genInstance,genResults,status,iraceScore,totalTime,instanceHashValue
inst-25-813778292.dzn,sat,5.124812841415405,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'S', 'time': 5.124812841415405, 'extra': {'objs': [(1.8079969882965088, 10.0)], 'flattenStatus': 'ok', 'flattenTime': 0.423797, 'instanceType': 'sat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-25.param,"{'status': 'sat', 'seed': 813778292, 'SRTime': 0.2753329277038574, 'solverTime': 0.027166128158569336}",graded,-1.0,6.084949254989624,56bd0c088718acc6d8a047947d477a22
inst-1-1068608867.dzn,sat,0.6187362670898438,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 0.6187362670898438, 'extra': {'objs': [(0.46756601333618164, 3.0), (0.5132954120635986, 2.0)], 'flattenStatus': 'ok', 'flattenTime': 0.289041, 'instanceType': 'sat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-1.param,"{'status': 'sat', 'seed': 1068608867, 'SRTime': 0, 'solverTime': 0.04076957702636719}",graded,-1.0,1.0831975936889648,598619b757bad82d019b34693d4b5ed1
inst-18-2073674354.dzn,unsat,0.7164480686187744,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 0.7164480686187744, 'extra': {'objs': [], 'flattenStatus': 'ok', 'flattenTime': 0.412786, 'instanceType': 'unsat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-18.param,"{'status': 'sat', 'seed': 2073674354, 'SRTime': 0.3114333152770996, 'solverTime': 0.028593778610229492}",graded,-1.0,1.745295763015747,5dd4294ad2e07b24aee284f41dbec22d
inst-24-61910261.dzn,unsat,0.8167192935943604,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 0.8167192935943604, 'extra': {'objs': [], 'flattenStatus': 'ok', 'flattenTime': 0.312635, 'instanceType': 'unsat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-24.param,"{'status': 'sat', 'seed': 61910261, 'SRTime': 0, 'solverTime': 0.04249000549316406}",graded,-1.0,1.2924625873565674,727c957c023f7896de8c90e73a9d9d07
inst-13-1068608867.dzn,unsat,0.11662578582763672,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 0.11662578582763672, 'extra': {'objs': [], 'flattenStatus': 'ok', 'flattenTime': 0.0515248, 'instanceType': 'unsat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-13.param,"{'status': 'sat', 'seed': 1068608867, 'SRTime': 0.30219364166259766, 'solverTime': 0.02734994888305664}",graded,-1.0,1.0781776905059814,74a0041acbe631f8b8ac65b309a5b17a
inst-2-1489266180.dzn,unsat,2.916457414627075,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 2.916457414627075, 'extra': {'objs': [], 'flattenStatus': 'ok', 'flattenTime': 1.50047, 'instanceType': 'unsat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-2.param,"{'status': 'sat', 'seed': 1489266180, 'SRTime': 0, 'solverTime': 0.043892621994018555}",graded,-1.0,3.374128818511963,78d7ca6e2d4bd3097b67de4d71e94941
inst-19-1068608867.dzn,sat,0.318056583404541,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 0.318056583404541, 'extra': {'objs': [(0.2665445804595947, 3.0), (0.2770957946777344, 2.0)], 'flattenStatus': 'ok', 'flattenTime': 0.179448, 'instanceType': 'sat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-19.param,"{'status': 'sat', 'seed': 1068608867, 'SRTime': 0, 'solverTime': 0.040169715881347656}",graded,-1.0,0.7730393409729004,7958f485ca247c613acbe74b0a3e045d
inst-14-1965286212.dzn,sat,4.617242813110352,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 4.617242813110352, 'extra': {'objs': [(0.722278356552124, 5.0), (2.682485818862915, 4.0)], 'flattenStatus': 'ok', 'flattenTime': 0.424927, 'instanceType': 'sat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-14.param,"{'status': 'sat', 'seed': 1965286212, 'SRTime': 0, 'solverTime': 0.04491901397705078}",graded,-1.0,5.083003282546997,7b4a6868036823562d8d85f661066f90
inst-2-601225362.dzn,unsat,3.916548252105713,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 3.916548252105713, 'extra': {'objs': [], 'flattenStatus': 'ok', 'flattenTime': 1.62162, 'instanceType': 'unsat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-2.param,"{'status': 'sat', 'seed': 601225362, 'SRTime': 0, 'solverTime': 0.047415971755981445}",graded,-1.0,4.38088321685791,7c125dd554604a2cbaa88c7747b9339a
inst-7-510416220.dzn,sat,4.916088581085205,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 4.916088581085205, 'extra': {'objs': [(0.9870007038116455, 5.0), (3.7342677116394043, 4.0)], 'flattenStatus': 'ok', 'flattenTime': 0.578267, 'instanceType': 'sat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-7.param,"{'status': 'sat', 'seed': 510416220, 'SRTime': 0, 'solverTime': 0.04055523872375488}",graded,-1.0,5.3775975704193115,811eb0c70313ae760a08ce0e498ceee5
inst-24-1489266180.dzn,unsat,0.8165240287780762,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 0.8165240287780762, 'extra': {'objs': [], 'flattenStatus': 'ok', 'flattenTime': 0.310661, 'instanceType': 'unsat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-24.param,"{'status': 'sat', 'seed': 1489266180, 'SRTime': 0, 'solverTime': 0.04155683517456055}",graded,-1.0,1.2905490398406982,858e673359a2d33cfeb06a2b38527e78
inst-24-2073674354.dzn,unsat,0.8169009685516357,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 0.8169009685516357, 'extra': {'objs': [], 'flattenStatus': 'ok', 'flattenTime': 0.30939, 'instanceType': 'unsat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-24.param,"{'status': 'sat', 'seed': 2073674354, 'SRTime': 0, 'solverTime': 0.04117727279663086}",graded,-1.0,1.2922685146331787,85f620b6ecb8a7ed3ecd7640fe64ec9e
inst-10-1068608867.dzn,sat,0.6181938648223877,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 0.6181938648223877, 'extra': {'objs': [(0.47286200523376465, 3.0), (0.5238351821899414, 2.0)], 'flattenStatus': 'ok', 'flattenTime': 0.281381, 'instanceType': 'sat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-10.param,"{'status': 'sat', 'seed': 1068608867, 'SRTime': 0.26400041580200195, 'solverTime': 0.026523828506469727}",graded,-1.0,1.525303840637207,88793ad9450142bbd6550ca35300284e
inst-13-285596038.dzn,unsat,0.11628055572509766,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 0.11628055572509766, 'extra': {'objs': [], 'flattenStatus': 'ok', 'flattenTime': 0.0475854, 'instanceType': 'unsat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-13.param,"{'status': 'sat', 'seed': 285596038, 'SRTime': 0, 'solverTime': 0.04336881637573242}",graded,-1.0,0.613438606262207,8a94749703b512c665adb35c2943b25d
