instance,instanceType,avgSolvingTime,instanceResults,genInstance,genResults,status,iraceScore,totalTime,instanceHashValue
inst-23-1965286212.dzn,sat,5.130676507949829,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'S', 'time': 5.130676507949829, 'extra': {'objs': [(0.8377609252929688, 5.0)], 'flattenStatus': 'ok', 'flattenTime': 0.481198, 'instanceType': 'sat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-23.param,"{'status': 'sat', 'seed': 1965286212, 'SRTime': 0, 'solverTime': 0.04304099082946777}",graded,-1.0,5.5932297706604,7b11428925458cb2c4f4d00d071404c5
inst-2-601225362.dzn,unsat,3.9183995723724365,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 3.9183995723724365, 'extra': {'objs': [], 'flattenStatus': 'ok', 'flattenTime': 1.55725, 'instanceType': 'unsat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-2.param,"{'status': 'sat', 'seed': 601225362, 'SRTime': 0, 'solverTime': 0.04477691650390625}",graded,-1.0,4.385103225708008,7c125dd554604a2cbaa88c7747b9339a
inst-28-510416220.dzn,unsat,0.1171576976776123,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 0.1171576976776123, 'extra': {'objs': [], 'flattenStatus': 'ok', 'flattenTime': 0.0490692, 'instanceType': 'unsat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-28.param,"{'status': 'sat', 'seed': 510416220, 'SRTime': 0, 'solverTime': 0.043298959732055664}",graded,-1.0,0.5836408138275146,7d4775a79b4d95c5eaf594d87943601a
inst-15-1222707704.dzn,unsat,3.9170258045196533,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 3.9170258045196533, 'extra': {'objs': [], 'flattenStatus': 'ok', 'flattenTime': 1.31344, 'instanceType': 'unsat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-15.param,"{'status': 'sat', 'seed': 1222707704, 'SRTime': 0, 'solverTime': 0.043341875076293945}",graded,-1.0,4.395073413848877,87774e729ec131d2d07ff22743320b30
inst-28-601225362.dzn,unsat,0.11811351776123047,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 0.11811351776123047, 'extra': {'objs': [], 'flattenStatus': 'ok', 'flattenTime': 0.0485973, 'instanceType': 'unsat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-28.param,"{'status': 'sat', 'seed': 601225362, 'SRTime': 0, 'solverTime': 0.046181678771972656}",graded,-1.0,0.5852406024932861,88025e21ebfbbaeeb6cb45276423af58
inst-13-285596038.dzn,unsat,0.11746025085449219,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 0.11746025085449219, 'extra': {'objs': [], 'flattenStatus': 'ok', 'flattenTime': 0.0494403, 'instanceType': 'unsat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-13.param,"{'status': 'sat', 'seed': 285596038, 'SRTime': 0, 'solverTime': 0.04373979568481445}",graded,-1.0,0.5837218761444092,8a94749703b512c665adb35c2943b25d
inst-19-1068608867.dzn,sat,5.016675233840942,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'S', 'time': 5.016675233840942, 'extra': {'objs': [(1.6033856868743896, 5.0)], 'flattenStatus': 'ok', 'flattenTime': 0.830603, 'instanceType': 'sat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-19.param,"{'status': 'sat', 'seed': 1068608867, 'SRTime': 0, 'solverTime': 0.04314684867858887}",graded,-1.0,5.4802515506744385,8d03750ed223f8c744c6fb5d2d36c4bb
inst-8-601225362.dzn,sat,5.017250061035156,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'S', 'time': 5.017250061035156, 'extra': {'objs': [(2.937924861907959, 10.0)], 'flattenStatus': 'ok', 'flattenTime': 0.92743, 'instanceType': 'sat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-8.param,"{'status': 'sat', 'seed': 601225362, 'SRTime': 0, 'solverTime': 0.042527198791503906}",graded,-1.0,5.495692491531372,8d0f32c1eb2144255d4cc17bb84f25fc
inst-13-1222707704.dzn,unsat,0.11708235740661621,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 0.11708235740661621, 'extra': {'objs': [], 'flattenStatus': 'ok', 'flattenTime': 0.0505353, 'instanceType': 'unsat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-13.param,"{'status': 'sat', 'seed': 1222707704, 'SRTime': 0, 'solverTime': 0.04436039924621582}",graded,-1.0,0.6083905696868896,90d69727cde2d35fe3f10a46b03b78f7
inst-17-61910261.dzn,unsat,0.81697678565979,"{'status': 'ok', 'score': -1, 'results': {'main': {'runs': [{'seed': None, 'status': 'C', 'time': 0.81697678565979, 'extra': {'objs': [], 'flattenStatus': 'ok', 'flattenTime': 0.424523, 'instanceType': 'unsat', 'answerStatus': 'unknown'}}]}, 'oracle': {'runs': []}}}",gen-inst-17.param,"{'status': 'sat', 'seed': 61910261, 'SRTime': 0, 'solverTime': 0.041382789611816406}",graded,-1.0,1.2871880531311035,943fc2cf2dc74c79221e66197faf029c
